comments,date
Exynose  processor is very poor performing and waste off money,2020-03-20T14:47:40.000Z
Phone prices in turkey (TL) :<br /><br />iphone 11 pro max ---&gt; 13.499 TL<br /><br />iphone 11 ---&gt; 7.749 TL<br /><br />iphone xs max ---&gt; 9.300 TL<br /><br />Samsung galaxy s20 ultra ---&gt;13.000 TL<br /><br />so phones in your country are free,2020-03-20T14:28:20.000Z
Celular pode até ser bom mas as TV não presta.,2020-03-20T12:21:19.000Z
man the literary copied the iPhone 11 pro max and went &quot;you know what&#39;s better then 3 cameras 5 cameras&quot; and then everyone in the board meeting when &quot;GENIOUS&quot; <br />change my mind,2020-03-20T10:42:49.000Z
How come Samsung always copies Apple but try’s to make it better,2020-03-20T03:47:54.000Z
삼성전자에 아이디어 의견드립니다! <br />현재 갤럭시S20 울트라 모델에서 AF문제가 나름 심각하다는 생각이듭니다! 또한 여러가지 이유로인해 생산또한 늦어진다 들었습니다! 제 생각에 무리해서 문제가 있는 제품을 계속 출시하기보다는 요즘 대세인 Mark 시리즈 스타일을 도입시켜 새롭게 개선시킨 S20울트라 모델을 3번의 업데이트이외에 더이상의 추가업데이트 없이  더 개선시킨 제품에 이름을 S20 울트라 Mark 2 라는 방식으로 새로출시해주시면 좋겠습니다! 의견 드려봅니다! 대한민국 삼성전자 언제나 자랑스럽습니다! 감사합니다!!!  (예를들어 듀얼픽셀로 바꾼후 조리개모드부활시켜 30배줌 화질개선과 AF문제 해결과 수퍼스테디샷기능 4k 60p가능하게하고 8K 동영상으로 찍은영상을 4K로 변하여 슈퍼울트라4K 초고화질 영상촬영이가능하게해서 최강카메라로 만들어주세요! 한가지더 추가하자면요... 셀카카메라도 후면에 메인카메라와 똑같은 카메라를 설치해서 두개라면 3개 1개라면 2개 카메라가 달리게해서 채팅통화시에는 용량과 비용문제생각해서 기존 셀카카메라로 사용되어지고 셀피를 찍을때는 초고화질로 찍히게 만들어주세요! ) 갤럭시 S20 Ultra Mark2 기대하고 기다리겠습니다!! 파이팅 대한민국 최고 삼성 아자아자 !! 가즈아!!!! ~~~~♡♡♡,2020-03-20T03:38:15.000Z
"Coisa mais linda do mundo meu Deus 😍😍😍😍😍 <br /><br /><a href=""http://www.youtube.com/results?search_query=%23Samsung"">#Samsung</a> você é demais, a melhor marca do mundo, e trazem a melhor novidade. <br /><br />Eu preciso ganhar um <a href=""http://www.youtube.com/results?search_query=%23GalaxyS20Ultra"">#GalaxyS20Ultra</a> é a minha cara 😍<br /><br /><a href=""http://www.youtube.com/results?search_query=%23Samsung%C3%A9tudo"">#Samsungétudo</a><br /><a href=""http://www.youtube.com/results?search_query=%23TeAmoSamsung"">#TeAmoSamsung</a>",2020-03-20T02:28:42.000Z
I&#39;m in Indonesia and Samsung&#39;s flagship phone will never be my option to choose because it&#39;s still using exynos processor. I&#39;d rather use the snapdragon version of smartphone.,2020-03-20T01:20:58.000Z
Watching on s20 ultra,2020-03-20T00:43:16.000Z
Am I the only one who is completely shocked at the storage capacity?,2020-03-20T00:29:57.000Z
Can you and Samsung Galaxy note 20,2020-03-19T22:25:33.000Z
Samsung is a great phone and is future relestic,2020-03-19T21:45:46.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m01s"">1:01</a> me in 2020: I WANT THAT PHONE!!<br /><br />me in 2025: nah thats not for real",2020-03-19T21:03:58.000Z
It&#39;s so funny how apple turns the comments for theyre videos off but samsung doesn&#39;t,2020-03-19T20:46:58.000Z
I knw my a$$ is broke but stil watchin it lik am gon hav it soon 🙄🙄🙄,2020-03-19T19:47:09.000Z
Nnu,2020-03-19T18:35:34.000Z
The S20 series is great. It looks very promising and the camera setup is one of the best in the smartphone and photography industry. The only giant downfall is 5G is still in its infancy and has a long way to go before it’s available for everyone. Which of course increases the price tag. A 4G/LTE version would be nice and would maybe increase sales. What are all of your thoughts?,2020-03-19T18:21:26.000Z
HUAWEI P40&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;All&gt;&gt;&gt;&gt;shit&gt;&gt;&gt;Samsung,2020-03-19T18:17:14.000Z
Will be there note 20,2020-03-19T15:36:13.000Z
I love how Samsung is proud at their creation and not turning off the comment unlike iPhone.,2020-03-19T13:46:08.000Z
exynos version is the worst! my s2o ultra&#39;s battery hardly lasts a day! send the patch soon!,2020-03-19T13:45:26.000Z
Don&#39;t get this phone in Europe the exynos model sucks wait for the next galaxy devices since hopefully they can match the Snapdragon in terms of power and efficiency.,2020-03-19T11:39:46.000Z
One day samsung owned apple,2020-03-19T09:00:12.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=0m37s"">0:37</a> &quot;You can forget about 12 Megapixels.&quot;<br /><br />Apple:-<br /><br /><br />Ahem.",2020-03-19T07:21:44.000Z
Bulok walang kwenta camera lag panget wag na kayo gumawa bulok walang kwenta,2020-03-19T05:08:16.000Z
"<a href=""https://youtu.be/dzA7XNDS43w"">https://youtu.be/dzA7XNDS43w</a><br />Best Mobile in Bangladesh or In Asia❤️",2020-03-19T05:03:52.000Z
but can it run farcry 5? probably,2020-03-19T04:26:56.000Z
nice,2020-03-19T03:51:14.000Z
Simple question<br />Does this mean that the samsung camera is finally better than the iphone camera?,2020-03-19T03:04:53.000Z
I want you to make color besides black system.,2020-03-19T02:41:50.000Z
"Hi samsung im your biggest fan from samsung corby 2, note 1, note 2, s4, s5, note 4, s7 edge and finally s20 ultra. But because of many issues regarding my s20 ultra its to time to switch brand. My s20 ultra is a potato camera. The auto focus really sucks!  My s7e focus much faster. I spent 1,400 dollars for a potato camera.",2020-03-19T00:18:10.000Z
I’m an Apple user but that camera is nice. I just don’t like the Samsung’s design. It just looks odd to me and I’m so used to iPhone.,2020-03-18T23:40:17.000Z
Why is everybody so pressed about iPhone vs Android. Just enjoy whichever you use.,2020-03-18T23:39:04.000Z
"The one thing that bothers me about Samsung is they don&#39;t listen to their buyers, I&#39;m soo tired of having to say this but I DON&#39;T want the hole punch for the camera in the screen, it looks horrible and I will not continue to buy these phones until it&#39;s fixed. Also bring back the LED notification light, I NEED this when I&#39;m at work and other places I can&#39;t use my phone. I&#39;m just so tired of Samsung changing these features and not listening to their buyers when they say what they do and don&#39;t like. I have the Note 9 and I&#39;m holding on to it until I see an improvement with these phones.",2020-03-18T20:15:48.000Z
I just bought s 10,2020-03-18T19:58:10.000Z
News outlets are saying iphone 12 beats s20 but it really doesn&#39;t,2020-03-18T18:45:50.000Z
Примите заявк на странице мой доступ к какому,2020-03-18T16:06:18.000Z
Samsung do something about your tab apple just released iPad pro 2020,2020-03-18T15:19:57.000Z
Samsung why you remove Samsung identical font Rosmary in S20 series ?,2020-03-18T15:05:48.000Z
2002-A PHONE WITH CAMERA<br />2020-A CAMERA WITH PHONE,2020-03-18T14:19:55.000Z
Samsung is the beast and best<br />♥️Samsung,2020-03-18T13:53:34.000Z
So its all about the camera,2020-03-18T12:44:00.000Z
It&#39;s 2020 Apple come on. Even the new iPad Pro doesn&#39;t have the comments section turn on.,2020-03-18T12:43:57.000Z
Me: <b>Goshhh in love with this phone</b><br />Money: <b>Yeah~~ next time</b>,2020-03-18T11:09:44.000Z
I would like Samsung to develop apps for Samsung health to have a thermometer similar  to measure heart rate of the head under the virus during the Covid-19 virus,2020-03-18T10:32:28.000Z
i wonder where is samsung galaxy a9 from 2018 because i have one,2020-03-18T10:23:30.000Z
I love my s20 ultra and I&#39;ve always had samsung phones from the note to the S series. But the auto focus on the ultra is horrible and I&#39;m mad because I feel like since I paid $1400 that everything should be perfect. The camera is the biggest selling point. A long time Samsung user is very disappointed,2020-03-18T06:54:46.000Z
Nächstes Jahr bitte 200× Zoom,2020-03-17T23:49:39.000Z
Los 5000mAh del S20 es una porquería ❌,2020-03-17T23:09:08.000Z
Hey Samsung now you have time to update Samsung s8 please do it!,2020-03-17T19:37:12.000Z
"We been rockin with each other for few months now, i started to leave u when da 20 drop this year, but I&#39;m good with FDH videos we make, 8k can wait, but anyway I think we good, and  I&#39;m rockin wit u till da lease up. <br /><br />❤ u Galaxy Note10+",2020-03-17T17:09:54.000Z
That’s epic,2020-03-17T16:43:38.000Z
"Samsung u have the weakest charger problem, “battery too low.” Like bruh",2020-03-17T16:38:36.000Z
Apple: makes a iPhone with a square camera at the side <br /><br /><br />Samsung: does slightly the same thing<br /><br /><br /><br /><br />I still don’t like Samsung <br /><br /><br /><br /><br /><br /><br />Wow u made it till here <br /><br /><br /><br /><br /><br /><br /><br /><br />Wait are you still scrolling <br /><br /><br /><br /><br /><br /><br /><br />Ok you must like since u made it till here,2020-03-17T14:52:26.000Z
&quot;You can forget about 12MP&quot;<br />Me: <b>thinks about apple</b>,2020-03-17T09:23:07.000Z
"Woaaaahh 🤩, Samsung is Soo good in bringing new features to every phone they come up with.",2020-03-17T08:40:35.000Z
if it&#39;s so good you should do advertising with this smartphone but in reality it would not be true,2020-03-17T07:25:10.000Z
I had s9+ great but I upgraded my to s20<br />+ and I loving it. S20 series has Big improvement over s10 series.,2020-03-17T06:57:10.000Z
APPLE FANS DESTROYED BY A 100%,2020-03-17T06:21:29.000Z
Ultra,2020-03-17T05:14:00.000Z
Everything Samsung makes is copying apple. Because they know there phones are trash.,2020-03-17T05:05:18.000Z
Unfortunately doesn&#39;t have 3.5mm jack,2020-03-17T04:46:58.000Z
How much? I want another one!<br /><br /><br />I see it <br />I like it<br />I want it<br />I got it,2020-03-17T04:06:24.000Z
Parabéns te amo,2020-03-17T01:39:20.000Z
That’s the most ugliest phone ever.,2020-03-16T21:49:55.000Z
Samsung mocking Apple&#39;s 12MP camera,2020-03-16T16:59:29.000Z
"Nobody:<br />Samsung Users: “Apple is too expensive.”<br />Samsung: “HeY, Do YoU wAnT tHiS pHoNe? StArTiNg At 1,000 DoLlArS aNd 1,500 FoR tHe UlTrA!",2020-03-16T16:59:20.000Z
A company not to be trusted. Liars and chancers. The most important thing to them is grabbing your money. The customer service will say anything to get you off the telephone or live chat.,2020-03-16T15:53:47.000Z
Sponser me,2020-03-16T12:02:00.000Z
No Samsung galaxy S 20 Ultra 5G<br />No Qualcomm Snapdragon 865<br />No  5G<br />No  India,2020-03-16T07:12:38.000Z
for samsung:can you make a pop up or flip camera on the future,2020-03-16T04:21:50.000Z
it&#39;s my birthday today and no one is giving me gifts.. can I atleast have a Galaxie s20 please,2020-03-16T03:13:41.000Z
i lost mi galaxy s10plus as the week i buy it unconfortable isnt exist a telefone to found the phone especially in latin american <br /><br /><br />i want a tracker in the phones  becuose &quot;find my galaxy&quot; dont serve when the person it have it wants to steal them,2020-03-16T02:41:28.000Z
بكام,2020-03-16T02:36:58.000Z
dont know the mate 30 ad like it more,2020-03-16T01:50:12.000Z
Ö,2020-03-15T18:38:09.000Z
one thing samsung missed is the native text on image language translator and voice translator on the microphone by recording foreign language and or by directly talking to the phone and translate it in english or in other language,2020-03-15T18:18:41.000Z
This is why i love Samsung its way better than iphone,2020-03-15T14:00:50.000Z
"I m very happy to Samsung🤩🤩🤩🤩,If I have Money So will must buy S20 Ultra☺☺",2020-03-15T12:46:32.000Z
Apple: &quot;We will launch are iphone12 with 4 cameras&quot;....<br /> Samsung: &quot;We have launched are s20 ultra with 5 cameras... 😁,2020-03-15T04:50:53.000Z
LG released single camera phone.<br />Apple released dual camera phone. <br />Samsung Released triple camera.<br />Samsung released quad camera.<br />Samsung released penta camera.,2020-03-15T04:45:26.000Z
Apple: We have built iphone 11 pro max<br />Samsung: We built s20 ultra..😏,2020-03-15T04:37:47.000Z
josef4_insta   ..lol need to start somewhere got no friends pls follow,2020-03-15T03:23:07.000Z
É o melhor. Estou amando!!,2020-03-15T02:51:54.000Z
Save your money for corona effect,2020-03-15T02:15:50.000Z
Tooooooppp,2020-03-14T22:21:19.000Z
"<a href=""http://www.youtube.com/results?search_query=%23samsung"">#samsung</a>....<br />.<br />Am i samsung phone users..and i sant to say something thats WE NEED INTERNET SPEED METER ON ALL THE SAMSUNG PHONES   plzzzz i wish we hope so.....kindly take serious....",2020-03-14T21:01:16.000Z
